2024-12-29 11:07:15: Acceleration=9.74m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:01:19: Acceleration=16.52m/s^2, Velocity=10.2km/h, Status=NORMAL
2024-12-29 18:01:19: Acceleration=1.15m/s^2, Velocity=10.2km/h, Status=NORMAL
2024-12-29 18:01:19: Acceleration=2.59m/s^2, Velocity=10.2km/h, Status=NORMAL
2024-12-29 18:01:19: Acceleration=25.86m/s^2, Velocity=10.2km/h, Status=NORMAL
2024-12-29 18:01:19: Acceleration=19.38m/s^2, Velocity=10.2km/h, Status=NORMAL
2024-12-29 18:01:19: Acceleration=17.10m/s^2, Velocity=10.2km/h, Status=NORMAL
2024-12-29 18:01:20: Acceleration=8.33m/s^2, Velocity=10.2km/h, Status=NORMAL
2024-12-29 18:01:20: Acceleration=17.79m/s^2, Velocity=7.6km/h, Status=NORMAL
2024-12-29 18:01:20: Acceleration=4.78m/s^2, Velocity=7.6km/h, Status=NORMAL
2024-12-29 18:01:20: Acceleration=2.35m/s^2, Velocity=7.6km/h, Status=NORMAL
2024-12-29 18:01:20: Acceleration=18.87m/s^2, Velocity=7.6km/h, Status=NORMAL
2024-12-29 18:01:20: Acceleration=18.87m/s^2, Velocity=7.6km/h, Status=NORMAL
2024-12-29 18:01:20: Acceleration=26.86m/s^2, Velocity=7.6km/h, Status=NORMAL
2024-12-29 18:01:20: Acceleration=6.63m/s^2, Velocity=7.6km/h, Status=NORMAL
2024-12-29 18:01:20: Acceleration=2.82m/s^2, Velocity=7.6km/h, Status=NORMAL
2024-12-29 18:01:20: Acceleration=5.69m/s^2, Velocity=7.6km/h, Status=NORMAL
2024-12-29 18:01:21: Acceleration=16.53m/s^2, Velocity=7.6km/h, Status=NORMAL
2024-12-29 18:01:21: Acceleration=15.84m/s^2, Velocity=5.7km/h, Status=NORMAL
2024-12-29 18:01:21: Acceleration=3.90m/s^2, Velocity=5.7km/h, Status=NORMAL
2024-12-29 18:01:21: Acceleration=9.87m/s^2, Velocity=5.7km/h, Status=NORMAL
2024-12-29 18:01:21: Acceleration=13.59m/s^2, Velocity=5.7km/h, Status=NORMAL
2024-12-29 18:01:21: Acceleration=20.29m/s^2, Velocity=5.7km/h, Status=NORMAL
2024-12-29 18:01:21: Acceleration=15.84m/s^2, Velocity=5.7km/h, Status=NORMAL
2024-12-29 18:01:21: Acceleration=15.42m/s^2, Velocity=5.7km/h, Status=NORMAL
2024-12-29 18:01:21: Acceleration=9.82m/s^2, Velocity=5.7km/h, Status=NORMAL
2024-12-29 18:01:21: Acceleration=9.39m/s^2, Velocity=5.7km/h, Status=NORMAL
2024-12-29 18:01:22: Acceleration=7.72m/s^2, Velocity=5.7km/h, Status=NORMAL
2024-12-29 18:01:22: Acceleration=6.84m/s^2, Velocity=10.9km/h, Status=NORMAL
2024-12-29 18:01:22: Acceleration=16.56m/s^2, Velocity=10.9km/h, Status=NORMAL
2024-12-29 18:01:22: Acceleration=16.56m/s^2, Velocity=10.9km/h, Status=NORMAL
2024-12-29 18:01:22: Acceleration=16.56m/s^2, Velocity=10.9km/h, Status=NORMAL
2024-12-29 18:01:22: Acceleration=12.98m/s^2, Velocity=10.9km/h, Status=NORMAL
2024-12-29 18:01:22: Acceleration=4.29m/s^2, Velocity=10.9km/h, Status=NORMAL
2024-12-29 18:01:22: Acceleration=10.09m/s^2, Velocity=10.9km/h, Status=NORMAL
2024-12-29 18:01:22: Acceleration=12.06m/s^2, Velocity=10.9km/h, Status=NORMAL
2024-12-29 18:01:22: Acceleration=12.06m/s^2, Velocity=10.9km/h, Status=NORMAL
2024-12-29 18:01:23: Acceleration=10.02m/s^2, Velocity=10.9km/h, Status=NORMAL
2024-12-29 18:01:23: Acceleration=10.02m/s^2, Velocity=15.6km/h, Status=NORMAL
2024-12-29 18:01:23: Acceleration=9.82m/s^2, Velocity=15.6km/h, Status=NORMAL
2024-12-29 18:01:23: Acceleration=9.79m/s^2, Velocity=15.6km/h, Status=NORMAL
2024-12-29 18:01:23: Acceleration=9.91m/s^2, Velocity=15.6km/h, Status=NORMAL
2024-12-29 18:01:23: Acceleration=9.88m/s^2, Velocity=15.6km/h, Status=NORMAL
2024-12-29 18:01:23: Acceleration=9.84m/s^2, Velocity=15.6km/h, Status=NORMAL
2024-12-29 18:01:23: Acceleration=9.82m/s^2, Velocity=15.6km/h, Status=NORMAL
2024-12-29 18:01:23: Acceleration=9.81m/s^2, Velocity=15.6km/h, Status=NORMAL
2024-12-29 18:01:24: Acceleration=9.80m/s^2, Velocity=15.6km/h, Status=NORMAL
2024-12-29 18:01:24: Acceleration=9.84m/s^2, Velocity=11.8km/h, Status=NORMAL
2024-12-29 18:01:24: Acceleration=9.85m/s^2, Velocity=11.8km/h, Status=NORMAL
2024-12-29 18:01:24: Acceleration=9.95m/s^2, Velocity=11.8km/h, Status=NORMAL
2024-12-29 18:01:24: Acceleration=11.62m/s^2, Velocity=11.8km/h, Status=NORMAL
2024-12-29 18:01:24: Acceleration=11.47m/s^2, Velocity=11.8km/h, Status=NORMAL
2024-12-29 18:01:24: Acceleration=9.89m/s^2, Velocity=11.8km/h, Status=NORMAL
2024-12-29 18:01:24: Acceleration=9.47m/s^2, Velocity=11.8km/h, Status=NORMAL
2024-12-29 18:01:24: Acceleration=9.45m/s^2, Velocity=11.8km/h, Status=NORMAL
2024-12-29 18:01:24: Acceleration=10.32m/s^2, Velocity=11.8km/h, Status=NORMAL
2024-12-29 18:01:25: Acceleration=10.54m/s^2, Velocity=11.8km/h, Status=NORMAL
2024-12-29 18:01:25: Acceleration=9.44m/s^2, Velocity=5.7km/h, Status=NORMAL
2024-12-29 18:01:25: Acceleration=8.87m/s^2, Velocity=5.7km/h, Status=NORMAL
2024-12-29 18:01:25: Acceleration=8.36m/s^2, Velocity=5.7km/h, Status=NORMAL
2024-12-29 18:01:25: Acceleration=9.64m/s^2, Velocity=5.7km/h, Status=NORMAL
2024-12-29 18:01:25: Acceleration=8.35m/s^2, Velocity=5.7km/h, Status=NORMAL
2024-12-29 18:01:25: Acceleration=7.93m/s^2, Velocity=5.7km/h, Status=NORMAL
2024-12-29 18:01:25: Acceleration=9.57m/s^2, Velocity=5.7km/h, Status=NORMAL
2024-12-29 18:01:25: Acceleration=10.68m/s^2, Velocity=5.7km/h, Status=NORMAL
2024-12-29 18:01:25: Acceleration=11.84m/s^2, Velocity=5.7km/h, Status=NORMAL
2024-12-29 18:01:26: Acceleration=10.54m/s^2, Velocity=5.7km/h, Status=NORMAL
2024-12-29 18:01:26: Acceleration=10.78m/s^2, Velocity=4.7km/h, Status=NORMAL
2024-12-29 18:01:26: Acceleration=11.04m/s^2, Velocity=4.7km/h, Status=NORMAL
2024-12-29 18:01:26: Acceleration=11.09m/s^2, Velocity=4.7km/h, Status=NORMAL
2024-12-29 18:01:26: Acceleration=8.76m/s^2, Velocity=4.7km/h, Status=NORMAL
2024-12-29 18:01:26: Acceleration=9.02m/s^2, Velocity=4.7km/h, Status=NORMAL
2024-12-29 18:01:26: Acceleration=9.72m/s^2, Velocity=4.7km/h, Status=NORMAL
2024-12-29 18:01:26: Acceleration=11.37m/s^2, Velocity=4.7km/h, Status=NORMAL
2024-12-29 18:01:26: Acceleration=10.38m/s^2, Velocity=4.7km/h, Status=NORMAL
2024-12-29 18:01:26: Acceleration=9.46m/s^2, Velocity=4.7km/h, Status=NORMAL
2024-12-29 18:01:27: Acceleration=10.43m/s^2, Velocity=4.7km/h, Status=NORMAL
2024-12-29 18:01:27: Acceleration=12.95m/s^2, Velocity=1.5km/h, Status=NORMAL
2024-12-29 18:01:27: Acceleration=10.49m/s^2, Velocity=1.5km/h, Status=NORMAL
2024-12-29 18:01:27: Acceleration=9.79m/s^2, Velocity=1.5km/h, Status=NORMAL
2024-12-29 18:01:27: Acceleration=9.51m/s^2, Velocity=1.5km/h, Status=NORMAL
2024-12-29 18:01:27: Acceleration=9.85m/s^2, Velocity=1.5km/h, Status=NORMAL
2024-12-29 18:01:27: Acceleration=9.85m/s^2, Velocity=1.5km/h, Status=NORMAL
2024-12-29 18:01:27: Acceleration=9.86m/s^2, Velocity=1.5km/h, Status=NORMAL
2024-12-29 18:01:27: Acceleration=9.85m/s^2, Velocity=1.5km/h, Status=NORMAL
2024-12-29 18:01:27: Acceleration=9.83m/s^2, Velocity=1.5km/h, Status=NORMAL
2024-12-29 18:01:28: Acceleration=9.82m/s^2, Velocity=1.5km/h, Status=NORMAL
2024-12-29 18:01:28: Acceleration=9.85m/s^2, Velocity=0.9km/h, Status=NORMAL
2024-12-29 18:01:28: Acceleration=9.80m/s^2, Velocity=0.9km/h, Status=NORMAL
2024-12-29 18:01:28: Acceleration=9.86m/s^2, Velocity=0.9km/h, Status=NORMAL
2024-12-29 18:01:28: Acceleration=9.85m/s^2, Velocity=0.9km/h, Status=NORMAL
2024-12-29 18:01:28: Acceleration=9.84m/s^2, Velocity=0.9km/h, Status=NORMAL
2024-12-29 18:01:28: Acceleration=9.86m/s^2, Velocity=0.9km/h, Status=NORMAL
2024-12-29 18:01:28: Acceleration=9.80m/s^2, Velocity=0.9km/h, Status=NORMAL
2024-12-29 18:01:28: Acceleration=9.83m/s^2, Velocity=0.9km/h, Status=NORMAL
2024-12-29 18:01:29: Acceleration=9.82m/s^2, Velocity=0.9km/h, Status=NORMAL
2024-12-29 18:01:29: Acceleration=9.83m/s^2, Velocity=0.9km/h, Status=NORMAL
2024-12-29 18:01:29: Acceleration=9.83m/s^2, Velocity=1.0km/h, Status=NORMAL
2024-12-29 18:01:29: Acceleration=9.85m/s^2, Velocity=1.0km/h, Status=NORMAL
2024-12-29 18:01:29: Acceleration=9.85m/s^2, Velocity=1.0km/h, Status=NORMAL
2024-12-29 18:01:29: Acceleration=9.87m/s^2, Velocity=1.0km/h, Status=NORMAL
2024-12-29 18:01:29: Acceleration=9.84m/s^2, Velocity=1.0km/h, Status=NORMAL
2024-12-29 18:01:29: Acceleration=9.84m/s^2, Velocity=1.0km/h, Status=NORMAL
2024-12-29 18:01:29: Acceleration=9.83m/s^2, Velocity=1.0km/h, Status=NORMAL
2024-12-29 18:01:29: Acceleration=9.82m/s^2, Velocity=1.0km/h, Status=NORMAL
2024-12-29 18:01:30: Acceleration=9.83m/s^2, Velocity=1.0km/h, Status=NORMAL
2024-12-29 18:01:30: Acceleration=9.82m/s^2, Velocity=1.0km/h, Status=NORMAL
2024-12-29 18:01:30: Acceleration=9.87m/s^2, Velocity=1.0km/h, Status=NORMAL
2024-12-29 18:01:30: Acceleration=9.82m/s^2, Velocity=1.0km/h, Status=NORMAL
2024-12-29 18:01:30: Acceleration=9.84m/s^2, Velocity=1.0km/h, Status=NORMAL
2024-12-29 18:01:30: Acceleration=9.83m/s^2, Velocity=1.0km/h, Status=NORMAL
2024-12-29 18:01:30: Acceleration=9.86m/s^2, Velocity=1.0km/h, Status=NORMAL
2024-12-29 18:01:30: Acceleration=9.86m/s^2, Velocity=1.0km/h, Status=NORMAL
2024-12-29 18:01:30: Acceleration=9.81m/s^2, Velocity=1.0km/h, Status=NORMAL
2024-12-29 18:01:30: Acceleration=9.88m/s^2, Velocity=1.0km/h, Status=NORMAL
2024-12-29 18:01:31: Acceleration=9.84m/s^2, Velocity=1.0km/h, Status=NORMAL
2024-12-29 18:01:31: Acceleration=9.86m/s^2, Velocity=1.0km/h, Status=NORMAL
2024-12-29 18:01:31: Acceleration=9.87m/s^2, Velocity=0.9km/h, Status=NORMAL
2024-12-29 18:01:31: Acceleration=9.84m/s^2, Velocity=0.9km/h, Status=NORMAL
2024-12-29 18:01:31: Acceleration=9.88m/s^2, Velocity=0.9km/h, Status=NORMAL
2024-12-29 18:01:31: Acceleration=9.83m/s^2, Velocity=0.9km/h, Status=NORMAL
2024-12-29 18:01:31: Acceleration=9.82m/s^2, Velocity=0.9km/h, Status=NORMAL
2024-12-29 18:01:31: Acceleration=9.85m/s^2, Velocity=0.9km/h, Status=NORMAL
2024-12-29 18:01:31: Acceleration=9.83m/s^2, Velocity=0.9km/h, Status=NORMAL
2024-12-29 18:01:31: Acceleration=9.81m/s^2, Velocity=0.9km/h, Status=NORMAL
2024-12-29 18:01:32: Acceleration=9.86m/s^2, Velocity=0.9km/h, Status=NORMAL
2024-12-29 18:01:32: Acceleration=9.81m/s^2, Velocity=0.9km/h, Status=NORMAL
2024-12-29 18:01:32: Acceleration=9.83m/s^2, Velocity=0.9km/h, Status=NORMAL
2024-12-29 18:01:32: Acceleration=9.86m/s^2, Velocity=0.9km/h, Status=NORMAL
2024-12-29 18:01:32: Acceleration=9.84m/s^2, Velocity=0.9km/h, Status=NORMAL
2024-12-29 18:01:32: Acceleration=9.83m/s^2, Velocity=0.9km/h, Status=NORMAL
2024-12-29 18:01:32: Acceleration=9.84m/s^2, Velocity=0.9km/h, Status=NORMAL
2024-12-29 18:01:32: Acceleration=9.85m/s^2, Velocity=0.9km/h, Status=NORMAL
2024-12-29 18:01:32: Acceleration=9.84m/s^2, Velocity=0.9km/h, Status=NORMAL
2024-12-29 18:01:32: Acceleration=9.80m/s^2, Velocity=0.9km/h, Status=NORMAL
2024-12-29 18:01:33: Acceleration=9.83m/s^2, Velocity=0.9km/h, Status=NORMAL
2024-12-29 18:01:33: Acceleration=9.82m/s^2, Velocity=0.8km/h, Status=NORMAL
2024-12-29 18:01:33: Acceleration=9.81m/s^2, Velocity=0.8km/h, Status=NORMAL
2024-12-29 18:01:33: Acceleration=9.85m/s^2, Velocity=0.8km/h, Status=NORMAL
2024-12-29 18:01:33: Acceleration=9.85m/s^2, Velocity=0.8km/h, Status=NORMAL
2024-12-29 18:01:33: Acceleration=9.81m/s^2, Velocity=0.8km/h, Status=NORMAL
2024-12-29 18:01:33: Acceleration=9.87m/s^2, Velocity=0.8km/h, Status=NORMAL
2024-12-29 18:01:33: Acceleration=9.87m/s^2, Velocity=0.8km/h, Status=NORMAL
2024-12-29 18:01:33: Acceleration=9.84m/s^2, Velocity=0.8km/h, Status=NORMAL
2024-12-29 18:01:33: Acceleration=9.82m/s^2, Velocity=0.8km/h, Status=NORMAL
2024-12-29 18:01:34: Acceleration=9.87m/s^2, Velocity=0.8km/h, Status=NORMAL
2024-12-29 18:01:34: Acceleration=9.83m/s^2, Velocity=0.8km/h, Status=NORMAL
2024-12-29 18:01:34: Acceleration=9.82m/s^2, Velocity=0.8km/h, Status=NORMAL
2024-12-29 18:01:34: Acceleration=9.81m/s^2, Velocity=0.8km/h, Status=NORMAL
2024-12-29 18:01:34: Acceleration=9.86m/s^2, Velocity=0.8km/h, Status=NORMAL
2024-12-29 18:01:34: Acceleration=9.85m/s^2, Velocity=0.8km/h, Status=NORMAL
2024-12-29 18:01:34: Acceleration=9.83m/s^2, Velocity=0.8km/h, Status=NORMAL
2024-12-29 18:02:13: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:13: Acceleration=9.84m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:13: Acceleration=9.84m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:14: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:14: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:14: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:14: Acceleration=9.84m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:14: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:14: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:14: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:14: Acceleration=9.85m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:14: Acceleration=9.87m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:14: Acceleration=9.88m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:15: Acceleration=9.88m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:15: Acceleration=9.84m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:15: Acceleration=9.84m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:15: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:15: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:15: Acceleration=9.85m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:15: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:15: Acceleration=9.87m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:15: Acceleration=9.79m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:15: Acceleration=9.86m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:16: Acceleration=9.84m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:16: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:16: Acceleration=9.84m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:16: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:16: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:16: Acceleration=9.84m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:16: Acceleration=9.86m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:16: Acceleration=9.84m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:16: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:16: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:17: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:17: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:17: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:17: Acceleration=9.88m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:17: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:17: Acceleration=9.86m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:17: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:17: Acceleration=9.84m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:17: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:17: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:18: Acceleration=9.84m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:18: Acceleration=9.87m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:18: Acceleration=9.84m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:18: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:18: Acceleration=9.86m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:18: Acceleration=9.85m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:18: Acceleration=9.85m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:18: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:18: Acceleration=9.84m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:18: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:19: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:19: Acceleration=9.86m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:19: Acceleration=9.85m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:19: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:19: Acceleration=9.87m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:19: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:19: Acceleration=9.85m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:19: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:19: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:19: Acceleration=9.86m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:20: Acceleration=9.84m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:20: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:20: Acceleration=9.89m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:20: Acceleration=9.85m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:20: Acceleration=9.84m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:20: Acceleration=9.84m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:20: Acceleration=9.86m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:20: Acceleration=9.86m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:20: Acceleration=9.85m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:20: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:21: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:21: Acceleration=9.85m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:21: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:21: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:21: Acceleration=9.85m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:21: Acceleration=9.86m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:21: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:21: Acceleration=9.87m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:21: Acceleration=9.88m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:21: Acceleration=9.85m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:22: Acceleration=9.88m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:22: Acceleration=9.86m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:22: Acceleration=9.84m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:22: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:22: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:22: Acceleration=9.84m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:22: Acceleration=9.85m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:22: Acceleration=9.84m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:22: Acceleration=9.86m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:22: Acceleration=9.85m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:23: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:23: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:23: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:23: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:23: Acceleration=9.85m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:23: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:23: Acceleration=9.86m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:23: Acceleration=9.85m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:23: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:23: Acceleration=9.86m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:24: Acceleration=9.84m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:24: Acceleration=9.85m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:24: Acceleration=9.84m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:24: Acceleration=9.86m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:24: Acceleration=9.84m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:24: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:24: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:24: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:24: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:25: Acceleration=9.84m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:25: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:25: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:25: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:25: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:25: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:25: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:25: Acceleration=9.86m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:25: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:25: Acceleration=9.84m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:26: Acceleration=9.86m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:26: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:26: Acceleration=9.85m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:26: Acceleration=9.88m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:26: Acceleration=9.85m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:26: Acceleration=9.84m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:26: Acceleration=9.86m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:26: Acceleration=9.86m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:26: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:26: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 18:02:27: Acceleration=9.84m/s^2, Velocity=0.0km/h, Status=NORMAL
